,heuristic_param,seed,n_gen,reward,accuracy,variance,n_steps_proc,n_steps_acc,n_steps
0,10,7,1,9.99189587132097,0.26875,317.52063332081354,5360,20870,26230
1,10,7,2,20.29417829755971,0.26875,268.6355298930253,10720,20870,31590
2,10,7,3,14.931315052679532,0.26875,285.6945431254745,16080,20870,36950
3,10,7,4,-19.94682435446142,0.26875,257.9267389841956,21440,20870,42310
4,10,7,5,-37.83075485759703,0.26875,422.53109243901343,26800,20870,47670
5,10,7,6,14.931315052679532,0.26875,206.2165312196111,32160,20870,53030
6,10,7,7,11.710354190159924,0.26875,263.947058153136,37520,20870,58390
7,10,7,8,-37.70474031825516,0.26875,307.9659955916638,42880,20870,63750
8,10,7,9,33.40025131393586,0.26875,310.3755196995252,48240,20870,69110
9,10,7,10,-25.588002874377977,0.26875,414.38930106170517,53600,20870,74470
10,10,7,11,16.291018715701487,0.26875,276.0948602606918,58960,20870,79830
11,10,7,12,-15.438694266067927,0.26875,293.01641098587584,64320,20870,85190
12,10,7,13,54.083362199306904,0.26875,329.10445258733614,69680,20870,90550
13,10,7,14,-18.577413833379854,0.26875,293.58145083943083,75040,20870,95910
14,10,7,15,10.194782981970373,0.26875,275.97697299382025,80400,20870,101270
15,10,7,16,15.98412496756599,0.26875,396.01004555475265,85760,20870,106630
16,10,7,17,-23.610962852386674,0.49375,1216.3214740967526,95620,43990,139610
17,10,7,18,-28.14481566361035,0.49375,1357.2354715895012,105480,43990,149470
18,10,7,19,161.10972164783993,0.49375,633.6535398237208,115340,43990,159330
19,10,7,20,-39.382580046238196,0.49375,1338.3396197139832,125200,43990,169190
20,10,7,21,28.14907096347806,0.49375,581.0310496172548,135060,43990,179050
21,10,7,22,40.53385746179983,0.49375,1283.6999363785253,144920,43990,188910
22,10,7,23,31.235738222191134,0.49375,967.5639024800851,154780,43990,198770
23,10,7,24,-11.340934596140647,0.49375,990.4058340621062,164640,43990,208630
24,10,7,25,141.62928024857587,0.49375,1390.0164114405889,174500,43990,218490
25,10,7,26,-21.749282147646735,0.71875,2242.6869259233968,188860,73860,262720
26,10,7,27,-54.218815922852,0.71875,5272.55112232964,203220,73860,277080
27,10,7,28,10.164637789417492,0.71875,3951.336898172083,217580,73860,291440
28,10,7,29,26.510680264842996,0.71875,5091.051845795043,231940,73860,305800
29,10,7,30,13.18725937855437,0.71875,5632.817727996931,246300,73860,320160
30,10,7,31,65.00298488128144,0.71875,4780.625487918592,260660,73860,334520
31,10,7,32,9.777614331667806,0.38125,1257.8257852262277,268280,96980,365260
32,10,7,33,45.018650805825715,0.38125,539.7051139554334,275900,96980,372880
33,10,7,34,184.49277705750322,0.38125,1166.7883110204484,283520,96980,380500
34,10,7,35,50.14164117646052,0.38125,716.0671364018717,291140,96980,388120
35,10,7,36,227.83455620473646,0.38125,1278.3875741023155,298760,96980,395740
36,10,7,37,37.90355849330447,0.38125,1151.1187002678462,306380,96980,403360
37,10,7,38,203.8966964461286,0.38125,1113.8699848846763,314000,96980,410980
38,10,7,39,-60.9495211469288,0.38125,1942.381162667097,321620,96980,418600
39,10,7,40,85.3953781101896,0.38125,630.79206215315,329240,96980,426220
40,10,7,41,109.0782300695108,0.71875,3150.1800485645012,343600,126850,470450
41,10,7,42,75.79030932866945,0.71875,2709.7235477307986,357960,126850,484810
42,10,7,43,244.4555165924106,0.71875,3084.5948704883785,372320,126850,499170
43,10,7,44,251.68106271412935,0.71875,2653.4680210155357,386680,126850,513530
44,10,7,45,31.27149476386042,0.71875,2682.321293926986,401040,126850,527890
45,10,7,46,150.23245597532627,0.71875,6389.491824952236,415400,126850,542250
46,10,7,47,268.53381430274885,0.49375,1480.5477818552488,425260,149970,575230
47,10,7,48,247.62337628538043,0.49375,1412.4441936150904,435120,149970,585090
48,10,7,49,263.0778414558913,0.49375,1456.3027413705604,444980,149970,594950
49,10,7,50,174.9282976702749,0.49375,2361.806359793496,454840,149970,604810
50,10,7,51,115.89810248641591,0.49375,2038.5389538073407,464700,149970,614670
51,10,7,52,-0.7691804951232306,0.49375,1068.933165094447,474560,149970,624530
52,10,7,53,89.52924544751052,0.49375,1279.5125309271223,484420,149970,634390
53,10,7,54,48.262335456497546,0.49375,2865.516398853045,494280,149970,644250
54,10,7,55,273.83914295115835,0.49375,2418.570996014071,504140,149970,654110
55,10,7,56,132.0376292229921,0.49375,2007.4129102483166,514000,149970,663970
56,10,7,57,204.82530289017186,0.49375,2194.928039165807,523860,149970,673830
57,10,7,58,202.5877884799665,0.49375,1396.7362811115615,533720,149970,683690
58,10,7,59,16.44319783181108,0.49375,1728.6787315472652,543580,173090,716670
59,10,7,60,132.02004401701043,0.49375,860.6010469083676,553440,173090,726530
60,10,7,61,264.40932801165735,0.49375,1502.8565872063948,563300,173090,736390
61,10,7,62,249.78959341266767,0.49375,1631.2954153976,573160,173090,746250
62,10,7,63,102.73577238812504,0.49375,2585.266829552115,583020,173090,756110
63,10,7,64,245.9234761538431,0.49375,944.2884942253734,592880,173090,765970
64,10,7,65,-23.12696878313255,0.49375,2547.4788422561355,602740,173090,775830
65,10,7,66,245.21850503700753,0.49375,2606.1111675517786,612600,173090,785690
66,10,7,67,118.82041346059157,0.94375,9192.786618311791,631460,205210,836670
