,0,1,2,3,4,5
0,3,0.46659795132692183,0.6612196918532129,0.47235170436879925,2.7558327238137648,8
1,3,0.4269463113212821,0.5190209815634217,0.5239483150202505,1.4599139905750862,12
2,3,0.4563163685983755,0.4242223806294625,0.6584541036696395,1.3239276686878592,11
3,3,0.6293117825983547,0.43327022852171915,0.4714541617407073,0.35728607243478117,25
4,3,0.5886363726638449,0.5739513430568635,0.6099752188187457,0.7974573526065217,16
5,3,0.4280089100903009,0.6479662746062068,0.6917224597219938,2.6772330514851106,9
6,3,0.6891791587203825,0.6880680145857081,0.46594512945857736,0.0729196848884609,19
7,3,0.6054746822264274,0.6530125791866658,0.6156436909588172,1.6895625198855144,11
8,3,0.6072793592113389,0.6448503039176654,0.7239752210301797,0.01720516962776164,1
9,3,0.661144926100445,0.6768248841837009,0.4007749743863553,1.4084651152727319,9
10,3,0.41935206964376154,0.45317383888453056,0.519534480134098,1.8261077501815726,13
11,3,0.5454793224965374,0.40873346910181535,0.4302839909407718,0.33436143713406996,14
12,3,0.41866346738841076,0.48260322801418465,0.4790959353434374,2.829160598652407,16
13,3,0.5906068616745679,0.6435707173541232,0.724338915335356,2.7378802911113493,5
14,3,0.6781906167288185,0.6052698255204746,0.5484719970258188,1.6990541192820299,24
15,3,0.6388428162568012,0.41534284093040413,0.46603370752758777,1.0964333037364944,17
16,3,0.4402722234914172,0.4530167341651654,0.5116037743062316,2.8681458121556425,18
17,3,0.5750499231160169,0.6817898055894555,0.7302390287055578,0.33507728155071426,19
18,3,0.698329371242288,0.5058169411886347,0.5694211042239753,2.2263903135885625,10
19,3,0.6883309245895389,0.5114537845984022,0.4043292940601252,2.5791206609645747,14
20,3,0.5079054619632789,0.6092795055731685,0.6772844633471838,1.3385103742765145,25
21,3,0.6401429262251709,0.4061174135344452,0.6004165270827297,1.2341508473381295,8
22,3,0.626777959916148,0.5882490226342427,0.6618089408924224,2.9630888578091303,4
23,3,0.6108826231353934,0.4996144448607032,0.5259941183099577,2.764411697877531,1
24,3,0.522305718603143,0.6695713464654169,0.5155886381858272,0.248215707239963,9
25,3,0.6800630256403484,0.6147934680275268,0.44481798215065255,0.3669539936616869,15
26,3,0.6277297354867978,0.6130147142063315,0.6455434914034803,2.30199414335335,4
27,3,0.5002045311936315,0.5336510421701992,0.6257239247402113,1.0250221167836209,1
28,3,0.5090799390412318,0.6430942696337055,0.42103365945322246,1.3492306736896682,8
29,3,0.4792715123621947,0.4190202945920106,0.4847376852895772,0.2552113852506468,26
30,3,0.4305965464642273,0.5031914611056699,0.6870004403227918,2.773937273255412,17
31,3,0.5768121634701228,0.6744203020352386,0.42093757286412214,2.894989920810997,5
32,3,0.5052080667820232,0.6215953979470711,0.41013978966173564,0.5188854929767871,23
33,3,0.4322468600725297,0.5742755582900185,0.5654898542700504,1.9568123579631018,18
34,3,0.6211558111707793,0.5153543141727872,0.7113906679872316,1.7279631322398767,6
35,3,0.5898716622372902,0.5581536498839686,0.7364238990609404,2.367030343668731,26
36,3,0.6226713758956066,0.5283011718183401,0.45809111790360163,1.585278237369593,10
37,3,0.6980512023798001,0.46554933440202967,0.5489730667372453,1.2715488084156679,17
38,3,0.6703048311889164,0.6294269691659689,0.6658519535491738,0.2307199597037637,20
